Fr,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 , ch6 , ch7 , ch8 , ch9 , ch10 , ch11 , ch12 , ch13 , ch14 , ch15 , ch16 , ch17 , ch18 , ch19 , ch20 , ch21 , ch22 , ch23 , ch24 , ch25 , ch26 , ch27 , ch28 , ch29 , ch30 , ch31 
1224,4.07335E-05,8.96333E-05,2.31382E-05,4.57699E-05,1.23896E-05,2.54971E-05,1.56679E-05,1.51462E-05,4.3346E-05,1.62465E-05,2.20278E-05,1.5111E-05,1.89266E-05,1.6056E-05,1.71695E-05,1.35206E-05,5.29847E-06,1.16416E-05,1.13126E-05,1.75979E-05,1.38555E-05,1.80441E-05,2.57635E-05,3.42962E-05,5.22431E-05,4.19698E-05,6.15061E-05,6.75424E-05,6.79315E-05,9.06666E-05,6.09273E-05,5.2658E-05,4.07335E-05,8.96333E-05,2.31382E-05,4.57699E-05,1.23896E-05,2.54971E-05,1.56679E-05,1.51462E-05,4.3346E-05,1.62465E-05,2.20278E-05,1.5111E-05,1.89266E-05,1.6056E-05,1.71695E-05,1.35206E-05,5.29847E-06,1.16416E-05,1.13126E-05,1.75979E-05,1.38555E-05,1.80441E-05,2.57635E-05,3.42962E-05,5.22431E-05,4.19698E-05,6.15061E-05,6.75424E-05,6.79315E-05,9.06666E-05,6.09273E-05,5.2658E-05
1225,2.38309E-05,7.44312E-05,2.06947E-05,2.11629E-05,1.335E-05,2.05242E-05,1.70608E-05,1.61274E-05,5.0492E-05,1.5305E-05,1.07027E-05,1.14149E-05,1.5271E-05,1.2763E-05,1.32054E-05,1.09665E-05,1.02303E-05,8.71262E-06,9.40156E-06,1.58929E-05,9.2099E-06,1.0102E-05,1.33695E-05,1.97723E-05,5.91646E-05,6.43581E-05,6.14778E-05,6.56478E-05,0.000106671,0.000203449,9.91513E-05,8.60038E-05,2.38309E-05,7.44312E-05,2.06947E-05,2.11629E-05,1.335E-05,2.05242E-05,1.70608E-05,1.61274E-05,5.0492E-05,1.5305E-05,1.07027E-05,1.14149E-05,1.5271E-05,1.2763E-05,1.32054E-05,1.09665E-05,1.02303E-05,8.71262E-06,9.40156E-06,1.58929E-05,9.2099E-06,1.0102E-05,1.33695E-05,1.97723E-05,5.91646E-05,6.43581E-05,6.14778E-05,6.56478E-05,0.000106671,0.000203449,9.91513E-05,8.60038E-05
1226,1.38273E-05,6.37985E-05,1.8308E-05,1.65804E-05,1.06033E-05,9.70372E-06,1.42125E-05,1.59539E-05,2.1408E-05,7.91726E-06,1.08992E-05,8.2466E-06,8.68154E-06,9.42746E-06,7.08199E-06,9.65326E-06,1.89976E-05,5.48163E-06,5.16472E-06,9.01419E-06,5.92367E-06,4.86738E-06,9.87686E-06,1.19162E-05,4.34283E-05,4.14116E-05,3.79746E-05,4.48201E-05,7.81193E-05,0.00015705,7.04961E-05,6.35716E-05,1.38273E-05,6.37985E-05,1.8308E-05,1.65804E-05,1.06033E-05,9.70372E-06,1.42125E-05,1.59539E-05,2.1408E-05,7.91726E-06,1.08992E-05,8.2466E-06,8.68154E-06,9.42746E-06,7.08199E-06,9.65326E-06,1.89976E-05,5.48163E-06,5.16472E-06,9.01419E-06,5.92367E-06,4.86738E-06,9.87686E-06,1.19162E-05,4.34283E-05,4.14116E-05,3.79746E-05,4.48201E-05,7.81193E-05,0.00015705,7.04961E-05,6.35716E-05
1227,6.18719E-06,5.02712E-05,8.39556E-06,6.58786E-06,5.74425E-06,5.76175E-06,6.5461E-06,6.81787E-06,1.63287E-05,6.41821E-06,9.49982E-06,4.11131E-06,5.30227E-06,7.23828E-06,4.29383E-06,5.42283E-06,1.9444E-05,4.08803E-06,8.66389E-06,4.58754E-06,6.66721E-06,4.63491E-06,9.45038E-06,8.24331E-06,1.66254E-05,9.79231E-06,1.46949E-05,1.47335E-05,2.5375E-05,5.91341E-05,1.80847E-05,1.43083E-05,6.18719E-06,5.02712E-05,8.39556E-06,6.58786E-06,5.74425E-06,5.76175E-06,6.5461E-06,6.81787E-06,1.63287E-05,6.41821E-06,9.49982E-06,4.11131E-06,5.30227E-06,7.23828E-06,4.29383E-06,5.42283E-06,1.9444E-05,4.08803E-06,8.66389E-06,4.58754E-06,6.66721E-06,4.63491E-06,9.45038E-06,8.24331E-06,1.66254E-05,9.79231E-06,1.46949E-05,1.47335E-05,2.5375E-05,5.91341E-05,1.80847E-05,1.43083E-05
1228,2.76934E-06,2.28006E-05,2.40346E-06,2.38359E-06,1.8479E-06,2.30542E-06,1.78237E-06,2.12932E-06,7.54127E-06,1.66082E-06,4.82406E-06,9.86571E-07,1.88153E-06,2.36615E-06,1.3895E-06,1.75398E-06,4.265E-06,1.43018E-06,2.2705E-06,1.22334E-06,1.80699E-06,1.69033E-06,4.05301E-06,3.63786E-06,6.17408E-06,9.22587E-06,1.16905E-05,6.66711E-06,1.93706E-05,3.20383E-05,1.00188E-05,1.27441E-05,2.76934E-06,2.28006E-05,2.40346E-06,2.38359E-06,1.8479E-06,2.30542E-06,1.78237E-06,2.12932E-06,7.54127E-06,1.66082E-06,4.82406E-06,9.86571E-07,1.88153E-06,2.36615E-06,1.3895E-06,1.75398E-06,4.265E-06,1.43018E-06,2.2705E-06,1.22334E-06,1.80699E-06,1.69033E-06,4.05301E-06,3.63786E-06,6.17408E-06,9.22587E-06,1.16905E-05,6.66711E-06,1.93706E-05,3.20383E-05,1.00188E-05,1.27441E-05
1229,2.95613E-06,3.91465E-06,9.28797E-07,1.48893E-06,6.12964E-07,1.5967E-06,7.70051E-07,1.22849E-06,1.71023E-06,6.17211E-07,1.20072E-06,6.73605E-07,9.61086E-07,6.01316E-07,5.27096E-07,6.54721E-07,1.14097E-06,5.12018E-07,9.36713E-07,6.03412E-07,6.62426E-07,7.10004E-07,1.11928E-06,8.97037E-07,5.74604E-06,6.55921E-06,8.33059E-06,8.13176E-06,9.27124E-06,9.59688E-06,5.58951E-06,8.53663E-06,2.95613E-06,3.91465E-06,9.28797E-07,1.48893E-06,6.12964E-07,1.5967E-06,7.70051E-07,1.22849E-06,1.71023E-06,6.17211E-07,1.20072E-06,6.73605E-07,9.61086E-07,6.01316E-07,5.27096E-07,6.54721E-07,1.14097E-06,5.12018E-07,9.36713E-07,6.03412E-07,6.62426E-07,7.10004E-07,1.11928E-06,8.97037E-07,5.74604E-06,6.55921E-06,8.33059E-06,8.13176E-06,9.27124E-06,9.59688E-06,5.58951E-06,8.53663E-06
1230,4.5259E-07,6.01644E-07,1.08764E-07,3.67344E-07,1.35681E-07,2.73568E-07,1.2847E-07,2.43078E-07,4.04011E-07,7.57248E-08,1.0084E-07,7.12251E-08,1.3367E-07,4.92589E-08,9.07588E-08,8.67582E-08,2.92065E-07,7.02966E-08,8.97444E-08,1.02898E-07,5.11378E-08,7.24174E-08,1.22077E-07,6.56627E-08,4.55251E-07,7.60018E-07,1.2117E-06,6.55025E-07,9.1747E-07,1.70395E-06,1.04504E-06,1.03906E-06,4.5259E-07,6.01644E-07,1.08764E-07,3.67344E-07,1.35681E-07,2.73568E-07,1.2847E-07,2.43078E-07,4.04011E-07,7.57248E-08,1.0084E-07,7.12251E-08,1.3367E-07,4.92589E-08,9.07588E-08,8.67582E-08,2.92065E-07,7.02966E-08,8.97444E-08,1.02898E-07,5.11378E-08,7.24174E-08,1.22077E-07,6.56627E-08,4.55251E-07,7.60018E-07,1.2117E-06,6.55025E-07,9.1747E-07,1.70395E-06,1.04504E-06,1.03906E-06
1231,2.4463E-06,2.44698E-06,1.12263E-06,1.85357E-06,1.16062E-06,7.7534E-07,1.13036E-06,3.84747E-07,4.03385E-06,3.99251E-07,1.20057E-06,4.16434E-07,5.61922E-07,6.79842E-07,4.29695E-07,4.44863E-07,1.60209E-06,3.5833E-07,5.76271E-07,3.77722E-07,2.72287E-07,2.41564E-07,1.77778E-07,3.32143E-07,1.62698E-06,3.46612E-06,1.5907E-06,2.52415E-06,5.01843E-06,5.77004E-06,3.13874E-06,3.72268E-06,2.4463E-06,2.44698E-06,1.12263E-06,1.85357E-06,1.16062E-06,7.7534E-07,1.13036E-06,3.84747E-07,4.03385E-06,3.99251E-07,1.20057E-06,4.16434E-07,5.61922E-07,6.79842E-07,4.29695E-07,4.44863E-07,1.60209E-06,3.5833E-07,5.76271E-07,3.77722E-07,2.72287E-07,2.41564E-07,1.77778E-07,3.32143E-07,1.62698E-06,3.46612E-06,1.5907E-06,2.52415E-06,5.01843E-06,5.77004E-06,3.13874E-06,3.72268E-06
1232,3.26809E-06,5.13346E-06,3.19015E-06,5.50965E-06,2.22374E-06,1.61667E-06,1.49045E-06,7.73944E-07,1.41666E-05,9.36031E-07,1.78401E-06,7.76665E-07,1.27271E-06,8.20567E-07,8.4073E-07,1.36967E-06,2.48553E-06,7.75644E-07,9.87518E-07,6.1112E-07,8.28029E-07,4.48425E-07,2.11944E-06,1.539E-06,4.18153E-06,4.34364E-06,3.63544E-06,5.69838E-06,1.23813E-05,1.12885E-05,3.14252E-06,3.94967E-06,3.26809E-06,5.13346E-06,3.19015E-06,5.50965E-06,2.22374E-06,1.61667E-06,1.49045E-06,7.73944E-07,1.41666E-05,9.36031E-07,1.78401E-06,7.76665E-07,1.27271E-06,8.20567E-07,8.4073E-07,1.36967E-06,2.48553E-06,7.75644E-07,9.87518E-07,6.1112E-07,8.28029E-07,4.48425E-07,2.11944E-06,1.539E-06,4.18153E-06,4.34364E-06,3.63544E-06,5.69838E-06,1.23813E-05,1.12885E-05,3.14252E-06,3.94967E-06
1233,2.25724E-06,1.55932E-05,3.04674E-06,5.38766E-06,2.02962E-06,2.08209E-06,2.26148E-06,2.40213E-06,2.56172E-05,2.30185E-06,6.93178E-06,1.84012E-06,2.05102E-06,1.88417E-06,1.40523E-06,1.88226E-06,7.17861E-06,2.02967E-06,1.48287E-06,2.11345E-06,1.81208E-06,1.92304E-06,4.44716E-06,4.00337E-06,2.0175E-06,6.77823E-07,7.80795E-07,5.292E-07,1.7715E-05,3.43644E-05,7.92962E-06,5.38155E-06,2.25724E-06,1.55932E-05,3.04674E-06,5.38766E-06,2.02962E-06,2.08209E-06,2.26148E-06,2.40213E-06,2.56172E-05,2.30185E-06,6.93178E-06,1.84012E-06,2.05102E-06,1.88417E-06,1.40523E-06,1.88226E-06,7.17861E-06,2.02967E-06,1.48287E-06,2.11345E-06,1.81208E-06,1.92304E-06,4.44716E-06,4.00337E-06,2.0175E-06,6.77823E-07,7.80795E-07,5.292E-07,1.7715E-05,3.43644E-05,7.92962E-06,5.38155E-06
1234,9.84393E-06,2.88044E-05,8.15957E-06,8.59191E-06,7.4793E-06,8.59321E-06,6.95166E-06,1.10849E-05,2.42682E-05,4.58688E-06,1.09504E-05,3.3956E-06,5.36638E-06,3.63998E-06,3.39781E-06,2.88715E-06,1.17358E-05,2.72458E-06,3.72512E-06,3.3677E-06,2.47445E-06,4.25812E-06,4.16731E-06,3.50188E-06,2.89394E-05,3.29056E-05,3.56195E-05,2.73173E-05,6.38258E-05,0.000101417,4.97478E-05,4.80529E-05,9.84393E-06,2.88044E-05,8.15957E-06,8.59191E-06,7.4793E-06,8.59321E-06,6.95166E-06,1.10849E-05,2.42682E-05,4.58688E-06,1.09504E-05,3.3956E-06,5.36638E-06,3.63998E-06,3.39781E-06,2.88715E-06,1.17358E-05,2.72458E-06,3.72512E-06,3.3677E-06,2.47445E-06,4.25812E-06,4.16731E-06,3.50188E-06,2.89394E-05,3.29056E-05,3.56195E-05,2.73173E-05,6.38258E-05,0.000101417,4.97478E-05,4.80529E-05
1235,2.42213E-05,1.90314E-05,7.69738E-06,1.86867E-05,9.50889E-06,6.96359E-06,5.78875E-06,1.51017E-05,1.05657E-05,4.65862E-06,1.57536E-05,4.14441E-06,8.42126E-06,5.29481E-06,7.41113E-06,6.38991E-06,2.44895E-05,3.3791E-06,7.75649E-06,5.95135E-06,4.20331E-06,6.81919E-06,7.30438E-06,5.30592E-06,4.26602E-05,5.89894E-05,6.18618E-05,5.38532E-05,7.47188E-05,0.000103815,6.32769E-05,7.66298E-05,2.42213E-05,1.90314E-05,7.69738E-06,1.86867E-05,9.50889E-06,6.96359E-06,5.78875E-06,1.51017E-05,1.05657E-05,4.65862E-06,1.57536E-05,4.14441E-06,8.42126E-06,5.29481E-06,7.41113E-06,6.38991E-06,2.44895E-05,3.3791E-06,7.75649E-06,5.95135E-06,4.20331E-06,6.81919E-06,7.30438E-06,5.30592E-06,4.26602E-05,5.89894E-05,6.18618E-05,5.38532E-05,7.47188E-05,0.000103815,6.32769E-05,7.66298E-05
1236,2.27223E-05,5.86541E-05,9.08219E-06,2.98545E-05,1.03917E-05,6.86073E-06,8.49986E-06,1.06038E-05,2.31534E-05,2.83663E-06,1.3231E-05,2.80367E-06,4.89758E-06,5.01778E-06,4.74436E-06,4.74642E-06,1.96676E-05,1.95144E-06,4.67667E-06,4.07106E-06,5.5496E-06,4.99624E-06,1.39477E-05,6.36359E-06,4.01464E-05,4.33824E-05,3.89402E-05,4.95435E-05,3.73937E-05,5.33837E-05,2.57475E-05,3.47617E-05,2.27223E-05,5.86541E-05,9.08219E-06,2.98545E-05,1.03917E-05,6.86073E-06,8.49986E-06,1.06038E-05,2.31534E-05,2.83663E-06,1.3231E-05,2.80367E-06,4.89758E-06,5.01778E-06,4.74436E-06,4.74642E-06,1.96676E-05,1.95144E-06,4.67667E-06,4.07106E-06,5.5496E-06,4.99624E-06,1.39477E-05,6.36359E-06,4.01464E-05,4.33824E-05,3.89402E-05,4.95435E-05,3.73937E-05,5.33837E-05,2.57475E-05,3.47617E-05
1237,3.4927E-05,0.000164894,2.27905E-05,5.26022E-05,2.01228E-05,1.99559E-05,1.52671E-05,2.13949E-05,3.22187E-05,8.62232E-06,1.37006E-05,8.28989E-06,1.36653E-05,8.93044E-06,1.76238E-05,1.18845E-05,2.11612E-05,5.21921E-06,5.17503E-06,9.40861E-06,8.55668E-06,6.91432E-06,1.95541E-05,6.85138E-06,6.20615E-05,5.69281E-05,6.59386E-05,6.41814E-05,5.48872E-05,8.97943E-05,3.48943E-05,4.19155E-05,3.4927E-05,0.000164894,2.27905E-05,5.26022E-05,2.01228E-05,1.99559E-05,1.52671E-05,2.13949E-05,3.22187E-05,8.62232E-06,1.37006E-05,8.28989E-06,1.36653E-05,8.93044E-06,1.76238E-05,1.18845E-05,2.11612E-05,5.21921E-06,5.17503E-06,9.40861E-06,8.55668E-06,6.91432E-06,1.95541E-05,6.85138E-06,6.20615E-05,5.69281E-05,6.59386E-05,6.41814E-05,5.48872E-05,8.97943E-05,3.48943E-05,4.19155E-05
1238,1.00847E-05,7.15152E-05,8.15584E-06,2.52786E-05,7.69721E-06,5.86558E-06,4.0815E-06,1.13264E-05,4.236E-05,4.87236E-06,9.13039E-06,6.34507E-06,7.05104E-06,3.25408E-06,8.81596E-06,5.21148E-06,2.11646E-05,5.01287E-06,2.55838E-06,4.12887E-06,4.85026E-06,6.35071E-06,1.18898E-05,1.03155E-05,1.34609E-05,1.9873E-05,2.17144E-05,2.00901E-05,5.95155E-05,0.000133151,6.64085E-05,4.72821E-05,1.00847E-05,7.15152E-05,8.15584E-06,2.52786E-05,7.69721E-06,5.86558E-06,4.0815E-06,1.13264E-05,4.236E-05,4.87236E-06,9.13039E-06,6.34507E-06,7.05104E-06,3.25408E-06,8.81596E-06,5.21148E-06,2.11646E-05,5.01287E-06,2.55838E-06,4.12887E-06,4.85026E-06,6.35071E-06,1.18898E-05,1.03155E-05,1.34609E-05,1.9873E-05,2.17144E-05,2.00901E-05,5.95155E-05,0.000133151,6.64085E-05,4.72821E-05
1239,1.96362E-05,3.34242E-05,1.04109E-05,3.21639E-05,3.9746E-06,6.03672E-06,5.08146E-06,1.90049E-06,6.18088E-05,3.57315E-06,1.97471E-05,9.57694E-06,6.88938E-06,7.01575E-06,7.95951E-06,6.35392E-06,1.88833E-05,4.26301E-06,2.34553E-06,3.75804E-06,6.31561E-06,5.44553E-06,8.84523E-06,1.15947E-05,3.14646E-05,2.88975E-05,2.80506E-05,3.52028E-05,3.98222E-05,9.4468E-05,3.86205E-05,3.21995E-05,1.96362E-05,3.34242E-05,1.04109E-05,3.21639E-05,3.9746E-06,6.03672E-06,5.08146E-06,1.90049E-06,6.18088E-05,3.57315E-06,1.97471E-05,9.57694E-06,6.88938E-06,7.01575E-06,7.95951E-06,6.35392E-06,1.88833E-05,4.26301E-06,2.34553E-06,3.75804E-06,6.31561E-06,5.44553E-06,8.84523E-06,1.15947E-05,3.14646E-05,2.88975E-05,2.80506E-05,3.52028E-05,3.98222E-05,9.4468E-05,3.86205E-05,3.21995E-05
1240,1.16196E-05,5.18737E-05,1.20003E-05,2.43552E-05,4.61063E-06,5.9802E-06,7.04205E-06,4.427E-06,5.24739E-05,4.79889E-06,8.01804E-06,7.39799E-06,5.36205E-06,5.0307E-06,5.77936E-06,5.39734E-06,1.39434E-05,2.30628E-06,2.69184E-06,5.41454E-06,2.64918E-06,5.9497E-06,9.33828E-06,7.79241E-06,1.9353E-05,2.16754E-05,2.49544E-05,1.71293E-05,2.55628E-05,3.81661E-05,1.56211E-05,1.54196E-05,1.16196E-05,5.18737E-05,1.20003E-05,2.43552E-05,4.61063E-06,5.9802E-06,7.04205E-06,4.427E-06,5.24739E-05,4.79889E-06,8.01804E-06,7.39799E-06,5.36205E-06,5.0307E-06,5.77936E-06,5.39734E-06,1.39434E-05,2.30628E-06,2.69184E-06,5.41454E-06,2.64918E-06,5.9497E-06,9.33828E-06,7.79241E-06,1.9353E-05,2.16754E-05,2.49544E-05,1.71293E-05,2.55628E-05,3.81661E-05,1.56211E-05,1.54196E-05
1241,7.71231E-06,4.97322E-05,1.18387E-05,1.2005E-05,6.72006E-06,8.35158E-06,8.51185E-06,8.84244E-06,3.24503E-05,5.12744E-06,4.74284E-06,2.46168E-06,4.5417E-06,2.10453E-06,4.08638E-06,3.07686E-06,6.9021E-06,2.16983E-06,2.44695E-06,3.62602E-06,1.36346E-06,2.81229E-06,2.80535E-06,3.99971E-06,1.87018E-05,1.8209E-05,2.90636E-05,1.77503E-05,1.8993E-05,3.47919E-05,2.27293E-05,1.68387E-05,7.71231E-06,4.97322E-05,1.18387E-05,1.2005E-05,6.72006E-06,8.35158E-06,8.51185E-06,8.84244E-06,3.24503E-05,5.12744E-06,4.74284E-06,2.46168E-06,4.5417E-06,2.10453E-06,4.08638E-06,3.07686E-06,6.9021E-06,2.16983E-06,2.44695E-06,3.62602E-06,1.36346E-06,2.81229E-06,2.80535E-06,3.99971E-06,1.87018E-05,1.8209E-05,2.90636E-05,1.77503E-05,1.8993E-05,3.47919E-05,2.27293E-05,1.68387E-05
1242,4.5658E-06,3.1023E-05,4.03925E-06,6.11114E-06,6.29295E-06,5.63098E-06,5.29266E-06,3.58349E-06,1.893E-05,1.82614E-06,4.30528E-06,1.71447E-06,2.90664E-06,1.2614E-06,1.85345E-06,1.58489E-06,1.45697E-05,1.69334E-06,2.29792E-06,1.86702E-06,1.20894E-06,2.07466E-06,3.92723E-06,3.82156E-06,1.52353E-05,2.0364E-05,1.63401E-05,1.63654E-05,1.90217E-05,3.32242E-05,2.36367E-05,1.55413E-05,4.5658E-06,3.1023E-05,4.03925E-06,6.11114E-06,6.29295E-06,5.63098E-06,5.29266E-06,3.58349E-06,1.893E-05,1.82614E-06,4.30528E-06,1.71447E-06,2.90664E-06,1.2614E-06,1.85345E-06,1.58489E-06,1.45697E-05,1.69334E-06,2.29792E-06,1.86702E-06,1.20894E-06,2.07466E-06,3.92723E-06,3.82156E-06,1.52353E-05,2.0364E-05,1.63401E-05,1.63654E-05,1.90217E-05,3.32242E-05,2.36367E-05,1.55413E-05
1243,2.91348E-06,1.10689E-05,1.59476E-06,2.74969E-06,3.6503E-06,3.58417E-06,3.69854E-06,1.90006E-06,3.48728E-06,1.08183E-06,3.68122E-06,1.77076E-06,1.37348E-06,1.46923E-06,1.87607E-06,1.94407E-06,7.68522E-06,1.14238E-06,1.68441E-06,1.30549E-06,1.21516E-06,2.14709E-06,2.46219E-06,3.04351E-06,5.07546E-06,5.19828E-06,4.83149E-06,3.63444E-06,8.11632E-06,1.03951E-05,5.26596E-06,4.29673E-06,2.91348E-06,1.10689E-05,1.59476E-06,2.74969E-06,3.6503E-06,3.58417E-06,3.69854E-06,1.90006E-06,3.48728E-06,1.08183E-06,3.68122E-06,1.77076E-06,1.37348E-06,1.46923E-06,1.87607E-06,1.94407E-06,7.68522E-06,1.14238E-06,1.68441E-06,1.30549E-06,1.21516E-06,2.14709E-06,2.46219E-06,3.04351E-06,5.07546E-06,5.19828E-06,4.83149E-06,3.63444E-06,8.11632E-06,1.03951E-05,5.26596E-06,4.29673E-06
1244,1.45123E-06,3.04729E-06,9.0905E-07,1.80148E-06,1.08741E-06,9.97678E-07,1.10886E-06,6.65824E-07,2.42054E-06,6.48252E-07,1.71161E-06,1.23754E-06,8.67314E-07,9.9116E-07,8.75017E-07,1.19818E-06,1.59355E-06,7.32121E-07,7.85359E-07,6.41709E-07,7.6788E-07,1.02455E-06,1.30733E-06,1.84628E-06,1.90614E-06,1.50024E-06,2.48313E-06,1.754E-06,1.05393E-06,1.25272E-06,1.63616E-06,1.41739E-06,1.45123E-06,3.04729E-06,9.0905E-07,1.80148E-06,1.08741E-06,9.97678E-07,1.10886E-06,6.65824E-07,2.42054E-06,6.48252E-07,1.71161E-06,1.23754E-06,8.67314E-07,9.9116E-07,8.75017E-07,1.19818E-06,1.59355E-06,7.32121E-07,7.85359E-07,6.41709E-07,7.6788E-07,1.02455E-06,1.30733E-06,1.84628E-06,1.90614E-06,1.50024E-06,2.48313E-06,1.754E-06,1.05393E-06,1.25272E-06,1.63616E-06,1.41739E-06
1245,4.11185E-07,1.11708E-06,1.06129E-07,6.59426E-07,5.78178E-08,1.79762E-07,1.45969E-07,1.8641E-07,5.13603E-07,1.68184E-07,2.18692E-07,2.88975E-07,1.79617E-07,2.17172E-07,1.19729E-07,2.13693E-07,3.14394E-07,1.32015E-07,1.64474E-07,1.60433E-07,1.56473E-07,1.08141E-07,2.69032E-07,3.18768E-07,4.74844E-07,6.7038E-07,6.43827E-07,7.05575E-07,5.82694E-07,6.51779E-07,5.87608E-07,6.22503E-07,4.11185E-07,1.11708E-06,1.06129E-07,6.59426E-07,5.78178E-08,1.79762E-07,1.45969E-07,1.8641E-07,5.13603E-07,1.68184E-07,2.18692E-07,2.88975E-07,1.79617E-07,2.17172E-07,1.19729E-07,2.13693E-07,3.14394E-07,1.32015E-07,1.64474E-07,1.60433E-07,1.56473E-07,1.08141E-07,2.69032E-07,3.18768E-07,4.74844E-07,6.7038E-07,6.43827E-07,7.05575E-07,5.82694E-07,6.51779E-07,5.87608E-07,6.22503E-07
1246,2.45E-06,3.41225E-06,1.61992E-06,2.15837E-06,1.66459E-06,9.8483E-07,1.69225E-06,1.51439E-06,4.47318E-06,1.20989E-06,1.68911E-06,1.15236E-06,1.40531E-06,1.1683E-06,1.25358E-06,9.92673E-07,8.57382E-07,8.49305E-07,8.53233E-07,9.33805E-07,9.64056E-07,1.0277E-06,1.23294E-06,1.04375E-06,2.11622E-06,1.82921E-06,1.2904E-06,2.06359E-06,1.77113E-06,2.1636E-06,1.27515E-06,1.0615E-06,2.45E-06,3.41225E-06,1.61992E-06,2.15837E-06,1.66459E-06,9.8483E-07,1.69225E-06,1.51439E-06,4.47318E-06,1.20989E-06,1.68911E-06,1.15236E-06,1.40531E-06,1.1683E-06,1.25358E-06,9.92673E-07,8.57382E-07,8.49305E-07,8.53233E-07,9.33805E-07,9.64056E-07,1.0277E-06,1.23294E-06,1.04375E-06,2.11622E-06,1.82921E-06,1.2904E-06,2.06359E-06,1.77113E-06,2.1636E-06,1.27515E-06,1.0615E-06
1247,3.96693E-06,9.94728E-06,2.79202E-06,5.75136E-06,3.91498E-06,1.96752E-06,3.34213E-06,3.80748E-06,1.81725E-05,2.10778E-06,2.01329E-06,1.50289E-06,2.48108E-06,1.93615E-06,1.82573E-06,1.69594E-06,3.46515E-06,1.24923E-06,1.41426E-06,1.48425E-06,1.50375E-06,1.41884E-06,1.50301E-06,1.74934E-06,4.15952E-06,5.36013E-06,3.5036E-06,4.3462E-06,1.01895E-05,1.32328E-05,7.66709E-06,6.60832E-06,3.96693E-06,9.94728E-06,2.79202E-06,5.75136E-06,3.91498E-06,1.96752E-06,3.34213E-06,3.80748E-06,1.81725E-05,2.10778E-06,2.01329E-06,1.50289E-06,2.48108E-06,1.93615E-06,1.82573E-06,1.69594E-06,3.46515E-06,1.24923E-06,1.41426E-06,1.48425E-06,1.50375E-06,1.41884E-06,1.50301E-06,1.74934E-06,4.15952E-06,5.36013E-06,3.5036E-06,4.3462E-06,1.01895E-05,1.32328E-05,7.66709E-06,6.60832E-06
1248,4.57109E-06,1.97416E-05,2.86837E-06,9.31886E-06,2.70381E-06,2.05855E-06,2.89893E-06,4.70496E-06,2.46019E-05,1.17338E-06,7.22944E-07,1.01202E-06,2.28914E-06,6.91889E-07,9.96054E-07,2.06096E-06,1.06817E-05,6.07649E-07,9.15167E-07,1.36844E-06,6.02383E-07,5.70673E-07,1.15684E-06,1.63359E-06,7.12918E-06,1.03739E-05,1.28187E-05,1.00361E-05,1.65622E-05,3.12097E-05,1.5323E-05,1.17862E-05,4.57109E-06,1.97416E-05,2.86837E-06,9.31886E-06,2.70381E-06,2.05855E-06,2.89893E-06,4.70496E-06,2.46019E-05,1.17338E-06,7.22944E-07,1.01202E-06,2.28914E-06,6.91889E-07,9.96054E-07,2.06096E-06,1.06817E-05,6.07649E-07,9.15167E-07,1.36844E-06,6.02383E-07,5.70673E-07,1.15684E-06,1.63359E-06,7.12918E-06,1.03739E-05,1.28187E-05,1.00361E-05,1.65622E-05,3.12097E-05,1.5323E-05,1.17862E-05
1249,1.06486E-05,1.01504E-05,9.86393E-06,1.0395E-05,7.06223E-06,6.10245E-06,8.48411E-06,9.38583E-06,2.59201E-05,2.08444E-06,9.82669E-06,2.5995E-06,2.86895E-06,3.70576E-06,3.60086E-06,4.26958E-06,1.25503E-05,2.35067E-06,2.36071E-06,2.87988E-06,1.74764E-06,1.86455E-06,3.69533E-06,2.65413E-06,1.88837E-05,3.46435E-05,3.00734E-05,2.4986E-05,2.90287E-05,5.02001E-05,3.40923E-05,3.11608E-05,1.06486E-05,1.01504E-05,9.86393E-06,1.0395E-05,7.06223E-06,6.10245E-06,8.48411E-06,9.38583E-06,2.59201E-05,2.08444E-06,9.82669E-06,2.5995E-06,2.86895E-06,3.70576E-06,3.60086E-06,4.26958E-06,1.25503E-05,2.35067E-06,2.36071E-06,2.87988E-06,1.74764E-06,1.86455E-06,3.69533E-06,2.65413E-06,1.88837E-05,3.46435E-05,3.00734E-05,2.4986E-05,2.90287E-05,5.02001E-05,3.40923E-05,3.11608E-05
