Fr,ch0,ch1,ch2,ch3,ch4,ch5, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 
397,154.801718,57.3013513,69.86031811,22.87591967,85.45689111,41.790382,156.9056056,69.74521247,76.02832416,14.93473318,89.98667414,70.59314381
398,365.1500887,98.52682251,130.2449476,57.79452957,71.96913045,22.35111827,194.9472835,76.3267389,153.4658494,50.60627184,93.55728562,25.9297036
399,188.6989963,69.10842568,29.112056,77.94318436,62.62094357,13.93677298,142.1417012,65.94094379,48.90720722,58.3831849,86.32621583,48.87756229
400,63.70425755,72.15775996,21.51008501,46.21831771,40.02836578,96.53586522,45.54445363,51.90460863,21.02793107,40.70987958,37.87657228,64.52217125
401,10.81932011,33.69262461,4.453749744,66.74510632,26.15928696,31.8594497,15.02703771,20.13122284,10.22492134,47.80772217,17.40817379,21.63085619
402,5.684132356,1.470286318,1.632417482,68.93712474,11.08761453,19.08332506,16.68485807,2.370503448,7.090438216,55.4385114,8.027651909,15.59947058
403,4.260346159,6.186765159,6.839663933,13.95642372,17.22952855,10.36225232,8.678346645,8.399180267,7.315850979,25.34421923,11.12726097,7.160376347
404,2.336363221,3.383258674,4.065739646,0.929484268,7.870179541,2.964497434,2.341887017,4.740794996,2.573325701,4.827542128,5.326702911,2.210837347
405,1.812742037,1.276582415,0.695588903,0.798497513,0.762964407,0.996274006,1.485833934,1.321378025,0.617481291,0.814404757,0.460586529,0.564737077
406,12.84389755,2.967163257,3.96185554,3.422086452,4.004223051,2.915960462,9.960921367,2.118729408,3.459930546,2.461776222,5.570577396,3.349173431
407,27.92742665,19.48878969,11.85149487,9.120317481,21.59670969,15.1547324,18.76993503,13.2117225,8.457463134,6.383435283,17.50536056,15.80274408
408,17.43126048,27.48963531,11.49138293,19.35101681,20.78530502,17.55302704,29.29316363,27.07714227,18.2809258,18.33547751,14.40988602,10.34520642
409,101.6383617,9.296002328,20.89818094,43.02237866,24.84552466,27.30031391,77.23676704,15.36536198,34.10979401,34.27075833,41.62183692,22.86163313
410,172.967362,76.62699822,54.66107918,71.55157891,32.10866287,65.26088162,131.8835617,54.18258511,70.54688093,57.43906361,73.4626083,57.9079736
411,79.96282445,69.7626786,37.05622213,39.1140665,135.3261927,32.25018218,94.98297861,85.2137583,37.20257442,51.54259996,120.4140025,44.79528693
412,82.02164042,53.52449272,98.25158502,39.60023774,138.5144076,23.4411006,146.0927868,167.2464283,68.77000948,47.46934212,92.67314005,23.08326024
413,86.43043174,96.05986683,64.63430711,54.29483751,19.79870988,22.91561381,144.4610365,124.255037,74.23340538,63.45244469,35.61204679,25.78698838
414,113.8050743,127.746372,75.93314252,24.09446726,67.49553375,91.8385995,88.41131898,89.17532322,75.51781896,33.12057913,53.53988903,54.74491111
415,188.9528738,155.1291349,117.4860618,73.96050278,52.536748,65.60127067,118.1944657,100.4436597,112.7140781,66.40104907,37.21861939,71.17632784
416,106.4320581,9.682162099,10.97509446,19.95591236,41.50212865,30.29822653,89.34566609,16.4040998,36.27283123,25.02945833,25.17473408,52.76582807
417,106.4177702,62.16661584,45.9589286,17.19779544,16.46225692,21.22180705,73.131713,35.95226036,34.69654691,13.60072586,13.79345218,20.83175344
418,27.42837008,12.71625576,12.60827999,5.999004242,11.38584103,2.506631192,27.8481303,10.47301709,10.55752153,5.454887706,11.96334884,4.068582365
419,1.424977384,0.706629901,1.479834319,1.616148464,2.562467366,0.583860601,4.392394705,1.204945645,1.407780493,1.666397121,4.349165333,1.23830931
420,1.993407221,0.863358793,0.236570739,0.596556047,0.773433172,0.877938923,1.537731368,0.581590342,0.32711544,0.469220291,0.902691817,0.783414053
421,6.485070578,4.207616578,2.644309008,5.310185114,3.87302548,1.744966928,5.998921942,3.528751427,1.675518253,3.678372429,2.362193804,1.434632639
422,33.55772183,13.94726265,21.25840621,10.75501175,14.41561129,19.30632688,21.93125491,11.93325008,14.77690528,13.14846699,10.05515226,12.20521422
423,52.79785707,39.18688518,21.01009952,36.62272475,42.8288184,31.74855062,28.39915171,30.36982059,20.56029154,33.28244622,25.55638163,29.46013152
424,41.86609441,11.57131711,11.25243863,13.63363201,23.6200765,17.65125965,31.61560299,18.25009248,22.43873921,35.7152017,26.91020586,23.95039054
425,70.60782571,14.29879805,24.0573664,58.51020528,8.502407185,17.32736141,51.96924936,14.00367643,22.71244566,45.73816234,36.1261316,21.29165204
426,48.51441024,18.85336392,18.18832849,47.33716528,40.07561097,40.40698803,50.29041671,44.23303345,49.40471002,32.92722914,56.59922405,35.61136105
427,29.58046406,14.09512073,39.32928981,83.38032608,27.71598696,50.19455716,75.15372116,73.87492459,83.9215729,66.52629167,45.22370852,74.79737255
428,205.704994,17.35955973,107.3050937,109.0393952,8.724402008,21.52253977,235.0041205,69.86613147,113.6323342,132.4450224,34.06436555,53.92046072
429,112.2968675,9.850984602,88.2134766,91.24813989,8.011154586,91.77609218,174.8255649,67.85596259,81.87782844,151.9358795,15.03269236,68.68299465
430,27.21994919,21.89962951,65.0625888,39.68749823,11.72777817,28.6076575,37.71454195,45.46765353,42.84860866,55.24691913,6.336782642,26.4523845
431,28.5427263,24.12754911,26.80104272,14.84918681,50.97338174,4.316403704,35.17509008,13.81763731,23.33369225,11.93019455,35.2592546,13.19528162
432,18.55714432,17.7550619,18.02626321,4.13270004,46.4799212,6.594427812,46.81601472,25.63648947,32.15680903,23.80347599,25.52770015,14.61273603
433,9.961615048,6.039089645,15.26029979,4.625315939,15.59550253,9.052689797,18.34829992,12.98641009,15.52846973,9.77045175,10.74397124,11.14238024
434,2.994627126,0.785480847,0.94414688,4.169947008,2.360042415,2.826100088,3.415546872,2.879455002,2.087393294,4.15737788,2.746769338,2.579026067
435,2.027910906,2.61823545,1.34390728,1.966669883,0.738121286,0.362859993,1.75893414,1.792163445,1.030365942,2.360642599,0.519899188,0.550326793
436,1.296211704,2.355637946,1.677888932,1.446759491,2.225016077,3.769554917,10.25964852,7.276049835,3.383314212,4.797264431,2.118799278,3.696178019
437,2.547183063,11.77196995,3.535872929,0.869084536,8.078239914,21.07488703,16.32447292,14.32915921,4.478082621,6.98645354,5.410849247,13.06754409
438,20.84339012,23.80215417,6.745607229,1.969145487,8.017351547,40.80207674,32.99336444,17.70614398,5.419660319,7.203403957,5.960142505,23.71348149
439,105.1544101,56.80878585,57.7343303,23.0614541,8.29430616,43.8972389,97.46681873,48.86110962,43.99662202,50.47157988,17.50150987,29.17904865
440,170.659293,43.52641481,95.56496349,32.43959049,5.196641233,26.19271701,153.9405718,46.26415493,62.65228074,83.26146975,20.18625136,24.82732793
441,100.4033926,41.61412101,57.57283288,30.34791577,16.46902311,22.38621139,88.8648413,29.08333445,47.64102451,37.17925688,22.45849295,39.26191173
442,40.7083604,42.95593713,16.62482415,39.56340018,39.70694151,21.59292389,60.5035091,38.61980033,21.89010898,48.0126131,33.90788967,53.6569809
443,17.68131761,35.96209519,34.97001701,32.9677901,55.20064922,36.51211748,77.94598599,93.87592515,56.05039342,48.74694158,44.32296643,57.752053
444,5.671913618,68.54145328,74.82079982,63.99481713,23.53300774,94.06340195,70.47601808,126.7898564,87.00637858,43.43855193,21.64377165,67.1195152
445,7.491473892,8.403277556,43.15641112,57.90218657,9.29127902,29.83123734,71.30267106,42.3888602,45.28131682,52.40227894,20.46408846,25.44854206
446,58.93590542,40.55014243,11.47093274,47.81357181,7.386385256,20.42653754,56.25238916,25.29929338,18.16807448,25.82058735,14.2282277,23.55414132
447,18.48271421,17.26383736,7.937553552,32.25671645,16.35050172,14.21868108,25.95260868,19.43973696,20.25177648,30.02791262,9.904842173,17.22475153
448,1.329909985,3.745167635,1.712912577,3.897137157,6.867489932,3.656130362,11.76816364,5.915342785,5.429482517,10.23899432,5.412232661,4.064959314
449,1.803012302,1.749917266,0.538992448,2.958492758,0.823883246,0.785940691,5.92846903,2.173414191,2.666199103,9.251892622,2.058278387,0.873131693
450,0.16889122,1.128772453,0.102842567,0.445683362,0.241583675,0.348741903,0.350989925,0.66939808,0.236373373,0.933145665,0.291252706,0.225954308
451,9.308519883,0.697632314,2.770855032,0.828820878,3.32498725,2.482691075,5.712523687,2.937749164,1.489405185,4.615670112,1.839803642,1.503157099
452,30.14333376,2.193424325,7.037356469,8.444569323,10.86152878,11.7973928,35.52776285,17.74979179,10.04775299,19.61193472,7.315733998,7.970128937
453,28.07141926,11.70602926,10.51025499,28.50293072,1.367990748,2.870104297,74.74469254,41.99092337,33.53782805,50.67213704,7.788409252,19.90607162
454,43.03311195,54.79918698,39.62986994,26.88898794,30.06449402,18.81257917,94.69466652,64.55750236,69.96599562,50.01832226,24.97765578,37.55442363
455,94.81459123,128.1192809,116.3161272,55.06485769,27.00567641,17.10900684,119.4318847,108.965869,98.06469787,44.6854266,26.09559607,51.3207597
456,150.8750885,90.96704955,128.5387008,39.22134688,23.35419957,27.03032361,176.8747632,98.80718347,99.24252421,62.22152013,65.20074177,59.73888767
457,131.404724,28.07440812,52.40310964,16.18107507,85.08839785,24.21384308,131.601097,50.11040706,49.00976325,44.05524301,104.6208555,47.24054974
458,157.3307641,120.9394685,100.8092106,54.05761601,33.4614024,13.18042882,101.4104002,101.2804015,51.31684781,32.44957856,30.15822481,22.27553371
459,92.09102769,76.72064985,89.85540028,26.65344809,13.70277185,8.845080706,74.13674945,91.57837501,61.12188611,39.2216799,39.26468178,41.83675145
460,24.45568555,21.95252912,36.15100983,6.059779372,13.53695971,2.128150108,44.9584708,30.2954617,30.54031989,35.59041703,26.61214261,18.60431377
461,18.47524128,1.536096734,15.68942263,34.81543699,14.18666458,16.66284211,21.87236805,7.218823957,19.84167229,24.95662926,14.20666228,14.8777504
462,33.89998121,5.904463901,37.9612553,28.12601779,11.63597088,14.63535234,22.93353651,10.62099782,27.87963963,31.45752099,12.79630297,13.78952885
463,31.85658503,1.84802521,11.73950631,4.97962662,7.309156647,2.925357839,19.95103208,3.499655467,8.862771649,9.902602868,13.05930986,4.353479768
464,9.354028523,1.64199809,0.824734664,0.590730807,1.492625412,1.910030629,7.260949912,3.039197144,1.836720353,1.236993903,2.010948848,1.443793891
465,0.335302307,0.456977948,0.337728027,0.41862912,0.551024595,1.410516331,0.458896073,0.864414432,0.420929025,0.744504554,0.396062001,0.835822515
466,1.267633698,1.275982522,1.804081594,1.842302097,4.961212073,4.763839388,4.43755136,3.105721799,1.580909317,4.211459712,2.594507568,2.767496857
467,6.515597773,6.461180009,1.025998008,2.986013941,28.93690606,7.681196023,10.52434189,11.38328108,4.115202612,1.830991082,15.7074619,4.668394157
468,18.18589868,15.92286917,18.60263636,20.0820139,37.22299564,6.163908712,20.38372252,16.32553253,10.54421793,15.69607949,22.01260691,10.71707573
469,79.81298223,30.85206452,17.09179795,28.13344944,6.310493659,1.288060636,85.08360752,35.13974503,32.00434218,29.19881237,13.68743064,22.13005194
470,159.0708811,34.95011726,48.43383225,13.23658672,8.717452755,9.79530304,167.1247369,70.07143476,75.4239328,26.86611776,50.15183334,44.79212668
471,93.87406664,9.955192553,108.2759491,13.05477908,24.42452802,22.8433427,157.9223748,86.8621695,96.92278122,22.65238046,39.38142916,41.32398654
472,31.71990571,28.27211909,43.70745765,31.51941952,19.79801424,26.64368127,105.9389028,59.02871229,42.41336122,24.58919507,41.0005128,26.96892268
473,36.8531785,32.43695433,11.65621528,43.27521364,77.74433778,58.66117034,112.8048965,31.99085463,28.5204963,31.24956314,52.91659262,46.13225635
474,238.5505659,73.49658486,105.1263137,11.23641284,115.3182734,46.96014611,193.3530306,62.788867,68.72766107,12.32397141,74.95440939,35.90822791
475,171.9425251,32.34589,79.07851091,7.701557136,60.84853439,12.45630119,106.3807206,62.67871729,48.08984289,14.22571657,43.12284889,14.77730471
476,58.47085961,15.371506,10.75246439,6.006340593,6.190804891,2.667494935,34.33212461,19.34596923,10.30389884,7.49820876,8.472875575,11.03363552
477,76.71839857,25.1453614,32.56327442,6.92677585,9.286673277,4.923278829,53.03064613,16.32065175,30.83977985,9.622314296,7.639006849,14.68335981
478,34.74848288,28.73256231,25.81446549,15.58183126,8.004712013,9.742218479,31.19811822,16.20278363,17.27934366,11.61770967,9.771355061,13.10915367
479,10.55996011,11.21523316,14.35011223,8.089212544,3.294739852,1.712740001,11.81494983,5.996129974,8.408558939,4.224497691,2.384994025,2.272210132
480,0.815011143,1.006575794,2.965764577,0.762532462,0.422928737,0.135933633,0.751245679,0.712761488,1.721554123,0.958527278,0.293561989,0.092638908
481,3.916773825,0.591991868,1.085900673,2.436410651,1.041002839,2.242132765,3.418903586,0.566903733,2.392959746,2.794254291,2.118891822,1.424194458
482,3.609477482,3.097442858,9.119135486,5.128040388,17.51370593,12.69528755,5.515809286,4.448146901,11.8073799,7.582424246,10.14071847,10.70350417
483,10.61407652,4.070493973,17.6166038,1.073349891,22.89313159,45.28928694,33.10840126,8.084440293,11.87250251,8.878312833,19.81964333,33.04417156
484,7.259134638,4.841784149,26.10503748,15.30568018,39.69076848,61.13195929,55.28198418,10.60545416,27.3872109,19.9456742,58.48164602,54.16322158
485,9.257789124,35.98871389,60.62686485,45.67524515,20.13607915,34.10855927,50.95516532,25.88013658,45.92253302,30.65476074,55.08882094,45.81225645
486,69.32222312,37.57271618,72.92190939,70.52861133,24.86815787,30.83109287,91.30899116,35.20300254,38.43130749,49.47439048,32.88238278,22.13872255
487,187.6874423,70.72904743,43.83952682,105.1641547,61.96976155,51.40283422,150.9115798,64.23011883,35.9781933,57.96553363,45.247846,45.66979108
488,93.49986306,101.7032948,6.286033607,97.51001639,17.31651409,51.63669909,83.49864147,72.1561179,20.15950793,66.73602272,13.10709886,92.86479155
489,57.43753805,21.76520113,38.40899685,31.09215602,10.81331894,24.49285637,30.85899807,16.00058361,29.10632932,47.16761155,6.547102302,44.20539177
490,60.21601024,11.97427589,33.04058705,20.70650949,18.59304986,8.791361092,34.34124394,6.825000479,26.09198047,33.90863671,14.03697881,24.1935893
491,32.46760443,13.21873559,47.6987766,14.911871,72.48105282,24.9395736,73.15513384,24.8607671,51.97771799,26.74784398,40.96552094,52.27931112
492,13.14119191,7.24262699,22.22837575,9.992888992,33.22846596,10.30407032,78.19031586,26.99234642,38.85946681,15.76049118,17.6542351,15.33459436
493,6.87208529,4.29554262,8.542685298,6.507097817,6.720361102,2.811707007,11.57678941,6.934153994,10.30631171,6.524118271,4.647331257,3.054717373
494,4.883163099,3.362911475,3.216940976,2.572532994,2.320818716,5.204868941,3.23626601,3.54963759,1.979702424,1.822022352,1.975725955,3.100891411
495,2.827339057,2.473373294,1.460514192,0.886151587,0.58355304,0.200976983,1.722227102,1.423312586,1.348324762,0.998472266,0.789547266,0.184300912
496,2.35264176,3.217275849,3.186539243,0.869017077,4.19446554,2.163730807,1.943011531,2.342131766,4.165010125,2.679957025,4.863173717,1.978411244
497,7.969490188,4.166400026,2.873223895,1.218141233,7.33996141,1.071772159,7.560921616,5.925154521,2.531614296,5.227383755,10.31251027,2.389059774
498,27.33751636,6.708077147,2.188302369,11.77228902,23.80009465,7.919561931,28.55951055,12.25482856,9.128383848,10.21063569,14.37896191,5.554212042
499,39.80580256,26.53392494,7.226440097,29.04071916,23.15734785,15.94032899,75.83763377,36.07458187,26.93326532,21.47609498,14.89795481,12.1434417
500,72.52986785,48.21741538,36.96483655,27.12472752,69.25140905,52.16545383,91.28607314,78.27638135,47.81836634,20.38480368,45.75377516,58.82149185
501,129.2171032,37.36948736,37.51910683,24.12306328,39.56545796,56.60569375,94.84353136,53.56595882,39.16103662,22.65902808,23.85345306,42.18023733
502,139.0817431,54.81888267,91.26747745,55.27371953,54.36102152,63.01877575,161.5368305,56.11529961,66.39873793,61.04331646,33.20477185,49.9906504
503,152.2666145,113.2548153,67.07734505,72.20596402,66.55413839,70.77442475,183.724908,81.75375708,36.19439604,64.33377619,48.20554946,49.81232136
504,86.95577821,66.33367953,45.82775958,60.18926405,12.59343765,29.56351445,142.7271146,82.53559678,37.55420198,58.76371171,18.00543724,19.53601167
505,89.13697255,113.4146502,84.42242702,99.45301862,14.45601549,53.11757366,171.7375375,121.0169402,68.35290419,83.98639517,16.70205172,41.5305323
506,125.5909223,77.78610773,68.52725623,54.47621884,10.86672579,54.50227666,129.0583793,84.94282114,71.04117271,49.30830791,22.9315041,44.10295167
507,48.21693086,15.90361606,21.37918192,12.5260321,1.465468673,12.26070092,43.64492512,27.91224895,31.3965538,9.524303699,6.720594545,15.96059953
508,14.2352763,12.34022614,17.59336999,3.605895485,2.470089109,0.878532277,11.66782352,12.21843229,14.58249322,4.166694053,3.464152466,9.24166933
509,5.808119593,2.160566033,4.368787553,2.993172235,3.897099951,0.312451638,6.106422128,2.534927087,2.937895049,3.365387681,2.583289688,1.130305305
510,0.432538103,0.068525001,0.101524546,0.203172184,1.033802459,0.393069196,1.402886689,0.979921544,0.435941208,0.772827023,0.770151107,0.258890169
511,21.27733725,3.670541356,5.892861396,1.565581112,3.307754328,5.37618539,13.9865307,3.632522172,5.25985872,2.284219558,3.427674036,4.948881923
512,34.00557305,10.77355619,6.671223083,5.238263034,11.72063388,8.861988364,31.29144917,17.24227041,16.12181656,8.881488501,9.786949299,11.05460774
513,17.36951094,3.806733501,7.052236932,4.757684336,15.83376525,8.375470278,22.65021782,25.964549,15.88415636,6.903682291,17.53754859,14.75260577
514,67.31233611,23.36745471,22.71661167,26.56212517,12.09302699,3.190738862,45.82098843,27.70795743,18.03310706,17.52967046,27.53004587,15.67569537
515,92.43060654,62.43667041,29.7576191,54.46922707,12.83031967,3.494954959,64.44917533,43.51261537,19.26287532,42.53487598,29.25841637,15.73420459
516,127.4382731,36.75332223,42.58439158,47.3308004,28.33988981,10.62814219,120.1472101,29.0280488,28.17721238,44.93237589,25.55008915,23.26666013
517,178.0818455,41.72256266,96.60052827,37.17544617,48.28989843,5.771708496,147.9756081,45.78036129,59.20767712,20.47944395,27.51181277,20.11461613
518,162.1262843,32.63154253,93.54855362,51.39997562,96.4212589,47.11742618,140.6392722,36.58487324,72.28277345,39.10089498,68.26228172,46.81900627
519,64.10695942,23.55738531,77.05449599,68.76048206,35.13509268,42.45092398,76.93433713,25.67064079,48.70484495,57.41244948,61.11943285,54.05803714
520,92.70705413,28.54075988,78.91786428,42.94455193,38.2603399,10.75587474,90.046684,26.61705802,51.11600299,43.63426726,97.54218704,45.6381432
521,97.22972989,11.9010257,27.27250048,33.89107359,40.8204243,14.77112635,73.00181739,24.49453816,25.74431182,33.66116871,50.65678197,26.73974315
522,42.80610484,8.596209278,7.958496829,15.97641758,13.41000906,14.27347514,35.20576726,21.89345316,12.91647772,18.66602615,7.179744729,10.81264614
523,27.61161271,9.366842509,8.700473335,8.402985523,7.343084135,6.055705068,22.09994458,14.97738424,7.250436315,8.331854334,7.772443372,5.138652305
524,8.391706646,3.564666277,2.426524594,2.921128771,1.963482066,2.308068636,5.926892741,4.170828649,2.269642573,2.590593811,1.600234312,1.539499466
525,1.084958466,1.300969894,0.568985899,0.425308799,0.181080681,0.148448471,1.724869205,1.276056269,0.668650504,0.353231473,0.116281389,0.205089288
526,1.992082569,2.10197292,0.637908931,0.613579238,0.427382004,0.472429139,7.619665449,4.48689385,2.552887217,1.104891135,0.636546619,1.226755737
527,10.96087558,8.654692204,2.383857634,2.042274441,4.232350574,2.890736823,13.38496226,7.956424423,7.316983597,3.150293681,5.176742043,4.33474316
528,21.48797076,11.77800578,3.763805972,13.55162162,13.79600984,2.288602048,22.22094035,10.97918306,12.56070132,11.09846767,14.31070054,3.574167303
529,32.55841937,10.15842919,15.18347833,25.27564991,20.27606089,9.966921631,37.12940306,19.64874266,23.54272279,19.1226818,27.41514766,7.971439689
530,70.08242954,12.62640183,28.39742289,18.67330523,22.72546236,22.24630099,51.07204254,19.30180303,30.01773264,18.77812043,39.22123678,25.52404029
531,70.75652839,36.22154442,11.71269295,38.55590588,52.62011406,36.05228456,78.65593342,29.24347986,25.51864991,36.96872662,48.0584443,40.93203466
532,32.80102867,35.56241699,36.27190441,35.71066117,58.02319252,33.09305165,128.0482873,43.37835897,41.93646516,42.91934764,58.81750947,32.94484609
533,31.43247967,19.58806434,40.31767303,9.975858601,27.9170405,11.09698853,94.18103994,34.44770262,37.26365543,22.32348604,48.68486316,28.39541202
534,26.08266346,9.439933573,30.29282027,4.691445494,36.70375078,22.0815868,30.4206746,15.48114784,22.06628723,16.01497399,46.33041288,23.83220888
535,14.4283844,11.73887577,12.6188551,9.690276617,30.81223458,6.646136646,48.88308939,55.51763452,28.7406872,39.17053874,22.06894276,8.036461046
536,27.45142827,14.56171313,4.953208654,6.373896237,8.408136433,21.17504876,43.08131985,35.71417898,25.82552483,28.4148794,6.316215415,17.30878216
537,10.42628879,25.81946565,6.95152573,18.99874418,16.92046422,13.90285067,9.296431622,14.46407019,10.13464968,15.13706182,17.41016105,9.052309791
538,7.234526944,11.3158622,9.342822077,7.536360576,15.32603311,6.924584542,10.05468155,6.283960598,8.900489924,7.398336195,13.50527122,4.459853267
539,0.989003772,2.837514388,6.041776594,1.738059894,3.20986455,3.240573937,5.71549807,2.834202272,5.537958931,3.31289055,3.181308829,1.888191248
540,0.434113693,0.540044988,0.661628183,0.745201937,0.382128364,0.296764009,1.239142268,0.532269321,0.711288107,0.48517624,0.362398934,0.185675679
541,2.512241318,1.342583872,1.445062165,3.371585788,1.335127192,0.883087773,2.44090243,0.744289024,1.071625533,1.828369659,0.911969151,1.104257771
542,4.569229243,6.674924386,9.08775209,8.418640652,14.54659703,5.230827653,4.185128155,3.480656477,6.070846914,4.559076421,8.570539961,7.790652054
543,23.41892636,35.3729524,12.48183015,29.24350207,25.98116619,5.482853746,15.63308273,19.42192686,9.067422884,18.83192501,16.11626604,8.566995736
544,44.47120504,63.25259159,5.435402188,36.72846276,5.932072397,6.782109457,30.34158657,50.832304,11.31094663,23.88085883,13.27340374,7.26774904
545,139.9978537,54.94583875,60.3887041,21.18987074,25.49181884,10.27424845,101.8375308,58.23460797,69.41840904,12.29530037,34.69993541,19.72101423
546,81.80028179,28.00006078,87.86147856,13.73874126,14.18289573,22.05346849,59.45587207,23.84181364,65.16058634,7.941020385,9.216179525,27.2266876
547,66.70025267,34.07705476,78.35492606,28.45059266,41.31917082,11.80019989,55.37525097,24.2637521,40.61644785,16.83814147,36.80201183,8.778923701
548,121.1798198,48.22003853,41.99150605,26.68475142,65.01227435,17.88760874,100.039755,28.86440934,40.62146145,21.61341151,44.87926756,12.32182331
549,117.9600838,33.93626748,7.494340909,8.243606551,72.26628333,24.69283876,76.68664537,18.52655953,24.90258114,21.13383037,45.21369634,19.40850861
550,40.9839567,22.35927539,19.29596667,7.640585496,45.41422627,32.48645352,22.25275377,13.80554997,20.57019703,33.328463,41.79764995,32.08121318
551,20.79508041,14.1034264,12.35960143,10.26691362,8.6497349,35.38409387,26.02446863,13.23388412,13.5609987,20.74525836,25.21500156,26.35478603
552,14.1667393,3.612521308,8.79712257,7.73383559,2.555955219,22.52681606,23.53819807,6.551816481,7.891790476,9.595455299,10.35392232,18.37750643
553,12.25224155,1.561299425,3.812830632,2.466171115,2.797352465,3.003622665,17.55279046,3.230438762,4.338863267,1.792726048,2.756528966,3.149675114
554,1.753459557,0.454280239,0.786149848,0.47652225,1.940407455,2.536240284,4.488939799,0.820418902,0.982075181,0.518579064,1.471528463,1.46749539
555,1.792120709,0.240042393,0.162903545,0.171176142,0.84068535,1.635815625,1.668483825,0.340207015,0.232545924,0.227093021,0.818479807,1.514535055
556,6.839838035,1.326826553,1.950283433,0.744460474,2.556734848,4.479041733,4.689289928,1.606203223,2.065278525,0.863553507,2.044906699,3.487355275
557,24.1393097,5.240481658,6.81290022,2.916466709,14.88575379,8.742683943,18.06969904,5.931701314,5.349137213,4.529438458,12.01141419,5.855647262
558,83.55254379,24.93837541,56.27897299,51.86356277,34.76287555,6.759768292,58.31119851,31.19606363,33.5274675,34.31078736,23.84879,8.763450788
559,119.1591299,53.41330121,105.8171786,80.3982582,47.54979053,16.27349729,78.20165426,46.209405,73.39168618,48.09107816,35.41308666,9.586532956
560,79.66606723,54.14666951,25.50821956,9.700213087,43.33524055,15.34208234,64.50297916,33.88948948,30.36968942,20.17259932,47.34093483,12.62525224
561,105.7343399,34.76506428,49.76661994,69.61472822,33.63459099,13.5324524,82.72422692,25.01149802,32.01301218,39.19450372,36.39023816,13.08108202
562,96.33202579,21.0797561,76.60818339,110.5104321,8.833346018,6.356344473,76.60053027,31.056942,50.76968601,56.96529933,20.1577822,6.220008571
563,86.46870987,48.78347707,33.14488286,60.83615215,3.548450626,9.642520563,75.05421534,55.01339437,28.29631165,32.52314139,23.47836345,13.11213206
564,31.95306866,78.97077236,9.664133843,43.17360544,28.65311628,19.28298954,94.37983955,72.11984393,23.30612345,28.4060634,22.3309346,18.44231944
565,12.41407396,28.60608335,33.7825805,8.233655199,47.76932013,11.46074221,99.5478635,56.33294447,25.77463694,14.68644952,35.83915828,19.80754916
566,35.68226636,8.886614836,26.44669704,1.590543653,39.20718239,4.185374805,78.17864581,28.77332618,20.39636759,12.72196801,32.52040534,6.952586193
567,34.70321888,1.334845938,13.67135144,0.585902259,19.80126636,6.870169274,36.13159352,8.840607719,12.38895301,9.279422508,17.8679427,7.356067208
568,5.9266457,0.150015931,5.540356753,0.56803474,11.44083455,7.331293752,10.89787656,4.517817796,6.307657052,1.363083292,7.736114639,6.294041343
569,3.343205919,0.67322714,1.771200428,0.823065979,4.60193592,0.70703195,5.063023508,2.526220366,1.667304263,0.466386941,2.412000009,0.928954629
570,1.886717296,0.147735703,0.253544537,0.305970323,0.214147052,0.306804925,1.470675739,0.29271734,0.387736879,0.207692426,0.460261658,0.274545225
571,9.081358755,4.025111017,0.708087835,1.443364808,3.457245366,1.555601672,8.578791447,2.276296603,1.134287694,0.750451443,5.001483358,0.838733327
572,27.53307048,8.484073594,8.040684022,3.79760574,7.756072519,15.49014381,28.71978402,8.916616465,6.970662621,3.334288125,9.640816109,11.37808922
573,22.89728242,4.833164049,6.818584403,3.501325681,10.87517399,28.59388916,43.07675553,19.98102291,11.58407623,6.175292367,9.99596018,17.94083457
574,63.18973475,25.31980702,15.73332809,14.67353825,13.99339278,23.10949284,47.08450728,20.43307968,16.85194262,11.59359918,16.28188469,19.25718935
575,53.47291303,33.94878253,38.94549794,41.64743419,24.22617734,22.23887059,35.4876927,33.18612718,29.76317007,25.0073623,20.5980374,12.37146985
576,9.923219424,12.39599117,11.82271805,31.44734398,42.69716289,55.70322302,36.14382906,36.09479158,36.98471916,40.68103916,32.80325508,28.47720046
577,17.08616952,6.892731301,5.919430718,33.31319428,30.63279739,61.97283681,72.32993846,32.34605016,31.67166563,49.17399532,19.19794518,42.34781209
578,39.6998621,15.99324516,32.59786259,11.73202044,12.78551335,18.95874144,74.61402578,20.99963428,41.79681607,11.33017736,8.685523733,25.41516503
579,80.60143772,21.22484858,76.52953142,44.70632963,10.84441085,3.5765688,90.51923773,19.83199938,43.2438626,28.75250831,15.75645456,8.478123769
580,38.86528416,14.19086674,63.83730861,37.33788435,25.65512312,5.228792793,52.3565639,17.06223912,43.06162593,21.28015216,15.18533616,4.477473812
581,10.43806598,14.11383885,19.03092316,2.445967098,12.8358202,1.07510492,14.93461564,12.11964801,21.2064905,5.752308419,11.72561365,2.484155681
582,10.14419723,21.02763202,18.50670332,8.726290205,4.891707383,9.451770432,11.6560994,13.22094605,12.42849467,9.458726918,5.616265698,7.852919515
583,3.254294379,7.370145528,11.41857209,9.111531126,0.753866343,4.781390797,5.68457989,4.89785045,7.297358693,6.562601331,0.718234802,3.831526682
584,1.708997016,0.480828954,1.696082707,2.40596989,1.371713778,0.520915798,2.352538259,1.199822097,1.156623732,2.127740733,0.985796865,1.074205311
