Unit_ID,Treatment,PeakToTrough_ms,Stimulus,Trial,Period,FR_Hz
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,11,Stimulus,8
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,12,Baseline,2
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,12,Stimulus,0
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,13,Baseline,8
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,13,Stimulus,2
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,14,Baseline,6
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,14,Stimulus,10
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,15,Baseline,0
80719_site3_cluster240,laserOff,0.433333333,R-DG R749,15,Stimulus,12
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,16,Baseline,4
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,16,Stimulus,4
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,17,Baseline,0
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,17,Stimulus,10
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,18,Baseline,2
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,18,Stimulus,6
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,19,Baseline,0
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,19,Stimulus,4
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,20,Baseline,4
80719_site3_cluster240,laserOff,0.433333333,R-LG BK971,20,Stimulus,10
80719_site3_cluster242,laserOff,0.4,M632,1,Baseline,0
80719_site3_cluster242,laserOff,0.4,M632,1,Stimulus,4
80719_site3_cluster242,laserOff,0.4,M632,2,Baseline,0
80719_site3_cluster242,laserOff,0.4,M632,2,Stimulus,0
80719_site3_cluster242,laserOff,0.4,M632,3,Baseline,0
80719_site3_cluster242,laserOff,0.4,M632,3,Stimulus,2
80719_site3_cluster242,laserOff,0.4,M632,4,Baseline,0
80719_site3_cluster242,laserOff,0.4,M632,4,Stimulus,0
80719_site3_cluster242,laserOff,0.4,M632,5,Baseline,2
80719_site3_cluster242,laserOff,0.4,M632,5,Stimulus,4
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,6,Baseline,2
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,6,Stimulus,2
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,7,Baseline,0
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,7,Stimulus,2
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,8,Baseline,2
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,8,Stimulus,0
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,9,Baseline,0
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,9,Stimulus,0
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,10,Baseline,8
80719_site3_cluster242,laserOff,0.4,OR-WH LG159,10,Stimulus,2
80719_site3_cluster242,laserOff,0.4,R-DG R749,11,Baseline,2
80719_site3_cluster242,laserOff,0.4,R-DG R749,11,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,12,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,12,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,13,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,13,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,14,Baseline,6
80719_site3_cluster242,laserOff,0.4,R-DG R749,14,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,15,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-DG R749,15,Stimulus,4
80719_site3_cluster242,laserOff,0.4,R-LG BK971,16,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-LG BK971,16,Stimulus,2
80719_site3_cluster242,laserOff,0.4,R-LG BK971,17,Baseline,6
80719_site3_cluster242,laserOff,0.4,R-LG BK971,17,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-LG BK971,18,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-LG BK971,18,Stimulus,0
80719_site3_cluster242,laserOff,0.4,R-LG BK971,19,Baseline,2
80719_site3_cluster242,laserOff,0.4,R-LG BK971,19,Stimulus,2
80719_site3_cluster242,laserOff,0.4,R-LG BK971,20,Baseline,0
80719_site3_cluster242,laserOff,0.4,R-LG BK971,20,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,M632,1,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,M632,1,Stimulus,2
80719_site3_cluster244,laserOff,0.166666667,M632,2,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,M632,2,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,M632,3,Baseline,2
80719_site3_cluster244,laserOff,0.166666667,M632,3,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,M632,4,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,M632,4,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,M632,5,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,M632,5,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,6,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,6,Stimulus,2
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,7,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,7,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,8,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,8,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,9,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,9,Stimulus,2
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,10,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,OR-WH LG159,10,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,11,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,11,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,12,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,12,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,13,Baseline,2
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,13,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,14,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,14,Stimulus,2
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,15,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-DG R749,15,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,16,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,16,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,17,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,17,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,18,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,18,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,19,Baseline,2
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,19,Stimulus,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,20,Baseline,0
80719_site3_cluster244,laserOff,0.166666667,R-LG BK971,20,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,M632,1,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,M632,1,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,M632,2,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,M632,2,Stimulus,6
80719_site3_cluster251,laserOff,0.233333333,M632,3,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,M632,3,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,M632,4,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,M632,4,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,M632,5,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,M632,5,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,6,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,6,Stimulus,4
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,7,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,7,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,8,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,8,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,9,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,9,Stimulus,4
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,10,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,OR-WH LG159,10,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,11,Baseline,2
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,11,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,12,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,12,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,13,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,13,Stimulus,4
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,14,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,14,Stimulus,0
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,15,Baseline,2
80719_site3_cluster251,laserOff,0.233333333,R-DG R749,15,Stimulus,8
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,16,Baseline,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,16,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,17,Baseline,4
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,17,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,18,Baseline,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,18,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,19,Baseline,0
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,19,Stimulus,2
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,20,Baseline,6
80719_site3_cluster251,laserOff,0.233333333,R-LG BK971,20,Stimulus,4
80719_site3_cluster313,laserOff,0.2,M632,1,Baseline,4
80719_site3_cluster313,laserOff,0.2,M632,1,Stimulus,0
80719_site3_cluster313,laserOff,0.2,M632,2,Baseline,0
80719_site3_cluster313,laserOff,0.2,M632,2,Stimulus,4
80719_site3_cluster313,laserOff,0.2,M632,3,Baseline,2
80719_site3_cluster313,laserOff,0.2,M632,3,Stimulus,8
80719_site3_cluster313,laserOff,0.2,M632,4,Baseline,2
80719_site3_cluster313,laserOff,0.2,M632,4,Stimulus,4
80719_site3_cluster313,laserOff,0.2,M632,5,Baseline,0
80719_site3_cluster313,laserOff,0.2,M632,5,Stimulus,4
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,6,Baseline,2
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,6,Stimulus,12
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,7,Baseline,0
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,7,Stimulus,2
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,8,Baseline,2
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,8,Stimulus,0
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,9,Baseline,0
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,9,Stimulus,4
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,10,Baseline,2
80719_site3_cluster313,laserOff,0.2,OR-WH LG159,10,Stimulus,2
80719_site3_cluster313,laserOff,0.2,R-DG R749,11,Baseline,4
80719_site3_cluster313,laserOff,0.2,R-DG R749,11,Stimulus,6
80719_site3_cluster313,laserOff,0.2,R-DG R749,12,Baseline,4
80719_site3_cluster313,laserOff,0.2,R-DG R749,12,Stimulus,4
80719_site3_cluster313,laserOff,0.2,R-DG R749,13,Baseline,2
80719_site3_cluster313,laserOff,0.2,R-DG R749,13,Stimulus,8
80719_site3_cluster313,laserOff,0.2,R-DG R749,14,Baseline,2
80719_site3_cluster313,laserOff,0.2,R-DG R749,14,Stimulus,6
80719_site3_cluster313,laserOff,0.2,R-DG R749,15,Baseline,0
80719_site3_cluster313,laserOff,0.2,R-DG R749,15,Stimulus,4
80719_site3_cluster313,laserOff,0.2,R-LG BK971,16,Baseline,2
80719_site3_cluster313,laserOff,0.2,R-LG BK971,16,Stimulus,10
80719_site3_cluster313,laserOff,0.2,R-LG BK971,17,Baseline,6
80719_site3_cluster313,laserOff,0.2,R-LG BK971,17,Stimulus,6
80719_site3_cluster313,laserOff,0.2,R-LG BK971,18,Baseline,2
80719_site3_cluster313,laserOff,0.2,R-LG BK971,18,Stimulus,2
80719_site3_cluster313,laserOff,0.2,R-LG BK971,19,Baseline,4
80719_site3_cluster313,laserOff,0.2,R-LG BK971,19,Stimulus,2
80719_site3_cluster313,laserOff,0.2,R-LG BK971,20,Baseline,4
80719_site3_cluster313,laserOff,0.2,R-LG BK971,20,Stimulus,0
80719_site3_cluster75,laserOff,0.2,M632,1,Baseline,2
80719_site3_cluster75,laserOff,0.2,M632,1,Stimulus,12
80719_site3_cluster75,laserOff,0.2,M632,2,Baseline,6
80719_site3_cluster75,laserOff,0.2,M632,2,Stimulus,0
80719_site3_cluster75,laserOff,0.2,M632,3,Baseline,4
80719_site3_cluster75,laserOff,0.2,M632,3,Stimulus,10
80719_site3_cluster75,laserOff,0.2,M632,4,Baseline,0
80719_site3_cluster75,laserOff,0.2,M632,4,Stimulus,0
80719_site3_cluster75,laserOff,0.2,M632,5,Baseline,2
80719_site3_cluster75,laserOff,0.2,M632,5,Stimulus,6
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,6,Baseline,0
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,6,Stimulus,4
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,7,Baseline,4
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,7,Stimulus,2
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,8,Baseline,2
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,8,Stimulus,4
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,9,Baseline,0
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,9,Stimulus,2
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,10,Baseline,0
80719_site3_cluster75,laserOff,0.2,OR-WH LG159,10,Stimulus,0
80719_site3_cluster75,laserOff,0.2,R-DG R749,11,Baseline,2
80719_site3_cluster75,laserOff,0.2,R-DG R749,11,Stimulus,8
80719_site3_cluster75,laserOff,0.2,R-DG R749,12,Baseline,0
80719_site3_cluster75,laserOff,0.2,R-DG R749,12,Stimulus,6
80719_site3_cluster75,laserOff,0.2,R-DG R749,13,Baseline,0
80719_site3_cluster75,laserOff,0.2,R-DG R749,13,Stimulus,4
80719_site3_cluster75,laserOff,0.2,R-DG R749,14,Baseline,0
80719_site3_cluster75,laserOff,0.2,R-DG R749,14,Stimulus,2
80719_site3_cluster75,laserOff,0.2,R-DG R749,15,Baseline,0
80719_site3_cluster75,laserOff,0.2,R-DG R749,15,Stimulus,4
80719_site3_cluster75,laserOff,0.2,R-LG BK971,16,Baseline,2
80719_site3_cluster75,laserOff,0.2,R-LG BK971,16,Stimulus,10
80719_site3_cluster75,laserOff,0.2,R-LG BK971,17,Baseline,0
80719_site3_cluster75,laserOff,0.2,R-LG BK971,17,Stimulus,0
80719_site3_cluster75,laserOff,0.2,R-LG BK971,18,Baseline,4
80719_site3_cluster75,laserOff,0.2,R-LG BK971,18,Stimulus,12
80719_site3_cluster75,laserOff,0.2,R-LG BK971,19,Baseline,4
80719_site3_cluster75,laserOff,0.2,R-LG BK971,19,Stimulus,2
80719_site3_cluster75,laserOff,0.2,R-LG BK971,20,Baseline,4
80719_site3_cluster75,laserOff,0.2,R-LG BK971,20,Stimulus,4
80719_site3_cluster181,laserOn,0.166666667,M632,1,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,M632,1,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,M632,2,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,M632,2,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,M632,3,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,M632,3,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,M632,4,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,M632,4,Stimulus,4
80719_site3_cluster181,laserOn,0.166666667,M632,5,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,M632,5,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,6,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,6,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,7,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,7,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,8,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,8,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,9,Baseline,4
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,9,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,10,Baseline,6
80719_site3_cluster181,laserOn,0.166666667,OR-WH LG159,10,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,11,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,11,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,12,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,12,Stimulus,4
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,13,Baseline,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,13,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,14,Baseline,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,14,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,15,Baseline,2
80719_site3_cluster181,laserOn,0.166666667,R-DG R749,15,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,16,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,16,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,17,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,17,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,18,Baseline,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,18,Stimulus,0
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,19,Baseline,2
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,19,Stimulus,2
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,20,Baseline,2
80719_site3_cluster181,laserOn,0.166666667,R-LG BK971,20,Stimulus,4
80719_site3_cluster193,laserOn,0.266666667,M632,1,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,M632,1,Stimulus,6
80719_site3_cluster193,laserOn,0.266666667,M632,2,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,M632,2,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,M632,3,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,M632,3,Stimulus,6
80719_site3_cluster193,laserOn,0.266666667,M632,4,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,M632,4,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,M632,5,Baseline,0
80719_site3_cluster193,laserOn,0.266666667,M632,5,Stimulus,6
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,6,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,6,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,7,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,7,Stimulus,4
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,8,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,8,Stimulus,8
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,9,Baseline,8
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,9,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,10,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,OR-WH LG159,10,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,11,Baseline,6
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,11,Stimulus,6
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,12,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,12,Stimulus,8
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,13,Baseline,6
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,13,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,14,Baseline,0
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,14,Stimulus,0
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,15,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,R-DG R749,15,Stimulus,4
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,16,Baseline,10
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,16,Stimulus,4
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,17,Baseline,0
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,17,Stimulus,0
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,18,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,18,Stimulus,2
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,19,Baseline,2
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,19,Stimulus,0
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,20,Baseline,4
80719_site3_cluster193,laserOn,0.266666667,R-LG BK971,20,Stimulus,4
80719_site3_cluster240,laserOn,0.433333333,M632,1,Baseline,8
80719_site3_cluster240,laserOn,0.433333333,M632,1,Stimulus,10
80719_site3_cluster240,laserOn,0.433333333,M632,2,Baseline,6
80719_site3_cluster240,laserOn,0.433333333,M632,2,Stimulus,2
80719_site3_cluster240,laserOn,0.433333333,M632,3,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,M632,3,Stimulus,12
80719_site3_cluster240,laserOn,0.433333333,M632,4,Baseline,2
80719_site3_cluster240,laserOn,0.433333333,M632,4,Stimulus,14
80719_site3_cluster240,laserOn,0.433333333,M632,5,Baseline,2
80719_site3_cluster240,laserOn,0.433333333,M632,5,Stimulus,8
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,6,Baseline,8
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,6,Stimulus,4
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,7,Baseline,4
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,7,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,8,Baseline,4
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,8,Stimulus,2
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,9,Baseline,6
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,9,Stimulus,8
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,10,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,OR-WH LG159,10,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,11,Baseline,2
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,11,Stimulus,6
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,12,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,12,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,13,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,13,Stimulus,10
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,14,Baseline,6
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,14,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,15,Baseline,6
80719_site3_cluster240,laserOn,0.433333333,R-DG R749,15,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,16,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,16,Stimulus,0
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,17,Baseline,10
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,17,Stimulus,2
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,18,Baseline,2
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,18,Stimulus,6
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,19,Baseline,6
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,19,Stimulus,2
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,20,Baseline,0
80719_site3_cluster240,laserOn,0.433333333,R-LG BK971,20,Stimulus,4
80719_site3_cluster242,laserOn,0.4,M632,1,Baseline,2
80719_site3_cluster242,laserOn,0.4,M632,1,Stimulus,0
80719_site3_cluster242,laserOn,0.4,M632,2,Baseline,2
80719_site3_cluster242,laserOn,0.4,M632,2,Stimulus,2
80719_site3_cluster242,laserOn,0.4,M632,3,Baseline,2
80719_site3_cluster242,laserOn,0.4,M632,3,Stimulus,0
80719_site3_cluster242,laserOn,0.4,M632,4,Baseline,2
80719_site3_cluster242,laserOn,0.4,M632,4,Stimulus,0
80719_site3_cluster242,laserOn,0.4,M632,5,Baseline,0
80719_site3_cluster242,laserOn,0.4,M632,5,Stimulus,2
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,6,Baseline,4
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,6,Stimulus,2
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,7,Baseline,0
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,7,Stimulus,0
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,8,Baseline,2
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,8,Stimulus,0
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,9,Baseline,0
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,9,Stimulus,0
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,10,Baseline,2
80719_site3_cluster242,laserOn,0.4,OR-WH LG159,10,Stimulus,0
80719_site3_cluster242,laserOn,0.4,R-DG R749,11,Baseline,0
80719_site3_cluster242,laserOn,0.4,R-DG R749,11,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,12,Baseline,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,12,Stimulus,0
80719_site3_cluster242,laserOn,0.4,R-DG R749,13,Baseline,8
80719_site3_cluster242,laserOn,0.4,R-DG R749,13,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,14,Baseline,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,14,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,15,Baseline,2
80719_site3_cluster242,laserOn,0.4,R-DG R749,15,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-LG BK971,16,Baseline,0
80719_site3_cluster242,laserOn,0.4,R-LG BK971,16,Stimulus,0
80719_site3_cluster242,laserOn,0.4,R-LG BK971,17,Baseline,0
